id,source,source_url,title,company,location,salary_min,salary_max,tags,date_posted,url,description
remoteok_1131423,remoteok,https://remoteok.com,Lead Analytics Engineer Borrowing,Monzo,"Cardiff, London",97800,125000,"design, architect, support, testing, voice, financial, bank, lead, analytics, engineer, engineering, backend, digital nomad",2026-05-01,https://remoteOK.com/remote-jobs/remote-lead-analytics-engineer-borrowing-monzo-1131423,"ðLondon, Cardiff or Remote in the UK | ð° Â£97,800 -125,000 +  Benefits  |  Hear from the team  â¨Â 

â­Our Borrowing Analytics Engineering Team:

Our Mission in Borrowing is to enable people's financial goals through better borrowing. Our customers look to borrow money to enable them to achieve something in their lives - whether thatâs making a big life event affordable, buying something they need now without affecting their monthly budget, or getting by until payday. And weâre looking to shape this mission by building products that our customers love, whilst scaling those top revenue lines across the business safely.Â 

We're looking for a Lead Analytics Engineer within our borrowing team to help build world class service for the bank of the future. You will play a critical role in overseeing our foundational data platforms, identifying and driving opportunities to enhance our current capabilities. Your expertise will be pivotal in allowing us to scale into new global markets, build new products and shape the future of how we serve our customers.Â 

We have a strong culture of data-driven decision making across the whole company. And we're great believers in powerful, real-time analytics and empowerment of the wider business.Â 

ðYouâll play a key role by...

- Serving as a data architect for Monzoâs Borrowing data, contributing to the design and scalability of data models that measure the performance of our product suite.
- Develop robust data models downstream of backend services, primarily in BigQuery, to support internal reporting, machine learning, large language models, as well as financial and regulatory use cases.
- Be a key voice in shaping and maintaining best practices for our Data Warehouse, including source data payload design, logical data modelling, implementation, metadata, and testing standards. Please mention the word **ANGELIC** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
remoteok_1131422,remoteok,https://remoteok.com,Maps Visual Design Relevance Rater English,Welo Global,United States,29,,"design, support, content, digital nomad",2026-05-01,https://remoteOK.com/remote-jobs/remote-maps-visual-design-relevance-rater-english-welo-global-1131422,"Contract Type: Freelance Hourly Rate: $29 Language: English (US) About the Role: We are seeking qualified raters to support a project evaluating personalized visual design and geospatial recommendations. This role involves assessing aesthetic quality, usability, and geospatial accuracy of digital map designs and location suggestions based on defined project guidelines. If you're someone who: â Has an eye for artistic detail and intuitive design ð§  Thinks critically about spatial accuracy, relevance, and context ð¥ï¸ Cares about delivering polished and helpful digital experiences This project is built for you. What You Will Do: - Evaluate the aesthetic quality, readability, and overall polish of digital map designs. - Assess user-focused elements like viewport framing, geospatial accuracy, and content relevance. - Review personalized location recommendations to ensure relevance and helpfulness. - Follow strict project instructions and complete tasks accurately, including tagging Please mention the word **EXCEEDED** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
remoteok_1131421,remoteok,https://remoteok.com,Solutions Analyst,Sayari,Remote,,,"analyst, security, leader",2026-05-01,https://remoteOK.com/remote-jobs/remote-solutions-analyst-sayari-1131421,"About Sayari:Â  
 
 Sayari is the leader in Agentic Systems of Work for economic security and risk. Powered by the Sayari Commercial World Model : a digital twin of global commerce resolving 10.6B+ primary-source records from 250+ jurisdictions : Sayari transforms risk and investigative teams from manual data gatherers into decisive mission leaders. By unifying corporate ownership, trade data, and risk intelligence into a single graph, Sayari uncovers connections and typologies that legacy watchlist, adverse media, and point solutions miss, enabling prescriptive execution at scale. Trusted by the world's most demanding regulators, including U.S. Customs and Border Protection, the U.S. Treasury, and Fortune 500 enterprises, Sayari delivers the evidence-based transparency needed to prove decisions, satisfy regulators and protect global commerce. Headquartered in Washington, D.C., Sayari is used by thousands of professionals across 35+ countries to secure supply chains and dismantle illicit networks. 
 Our company culture is defined by a dedication to our mission of using open data to prevent illicit  
 Please mention the word **SUPPORTER** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
remoteok_1131419,remoteok,https://remoteok.com,Account Executive Branded Merchandise Promotional Products,Reachdesk Ltd,Atlanta,,,executive,2026-05-01,https://remoteOK.com/remote-jobs/remote-account-executive-branded-merchandise-promotional-products-reachdesk-ltd-1131419,"Remote - Must be in the U.S. Eastern Time Zone 
 About Us 
 Reachdesk is the first truly end-to-end global gifting and swag platform, helping B2B companies create meaningful connections with prospects, customers, and employees: while driving measurable ROI. 
   
 We believe gifting is more than just a transaction: itâs about building genuine human connections that fuel business growth. Whether youâre engaging prospects, celebrating customers, or recognizing employees, our platform makes it easy to deliver personalized gifts, branded swag, and unforgettable event & brand experiences at scale through automated sourcing, storage, and global delivery. 
   
 Trusted by many of the most recognized names in technology and SaaS, Reachdesk integrates effortlessly with your marketing, sales, and HRIS tech stack and is powered by a world-class team with hubs in New York, London, and Lisbon. 
   
 Weâre growing and weâre currently looking for an Account Executive to join us. 
   
 About the Role 
 Reachdesk is seeking a quota-carrying Account Executive to drive expansion revenue across existing Reachdesk customers, with a focus on branded merchandise and promotional products.  
   
 Your objective is to grow branded merchandise revenue across existing Reachdesk customers and become their primary partner for the merchandise they use for their gifting strategies, sponsored events, internal reward programs, and more. You will run a full-cycle Please mention the word **ECSTASIES** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
remoteok_1131418,remoteok,https://remoteok.com,Patient Navigator,Imagine Pediatrics,Remote,,,"support, travel, assistant, health, non tech",2026-05-01,https://remoteOK.com/remote-jobs/remote-patient-navigator-imagine-pediatrics-1131418,"Who We Are Imagine Pediatrics is a tech enabled, pediatrician led medical group reimagining care for children with special health care needs. We deliver 24/7 virtual first and in home medical, behavioral, and social care, working alongside families, providers, and health plans to break down barriers to quality care. We do not replace existing care teams; we enhance them, providing an extra layer of support with compassion, creativity, and an unwavering commitment to children with medical complexity. The primary location of this position is remote (CST required) with an expected schedule of 3x12s (7:00am - 7:00pm CST) Monday-Wednesday or Wednesday-Friday, with quarterly travel to Houston, TX. What You'll Do   The Care Team Assistant provides both clinical and clerical support and ensures the provision of quality and compassionate evidence-based care in a virtual Value-Based Care environment. In this position, you will:"
remoteok_1131416,remoteok,https://remoteok.com,Entry Level Crypto Market Specialist,Infiniti Group,Remote,50000,60000,"other, finance, analyst",2026-05-01,https://remoteOK.com/remote-jobs/remote-entry-level-crypto-market-specialist-infiniti-group-1131416,"Infiniti Group Ltd is an international company working with digital assets, market research, and data-driven trading solutions. We are building a team of specialists who want to understand how crypto markets operate in practice and develop professional skills in a real market environment. We are opening anÂ  Entry-Level Crypto Market Specialist Â position for candidates who are starting their career in the crypto space and are interested in analytics, market behavior, and structured decision-making. No prior professional experience is required â training and guidance are provided. Your Responsibilities Assist in day-to-day market operations with mentor supervision. Observe and support trading processes on digital asset markets. Monitor price movements, liquidity, and market signals. Collect and organize internal data related to market activity. Review crypto news, indicators, and price charts. Work with analytical platforms and internal tools. Participate in team discussions and gradually develop market intuition. What We Offer Opportunity to join an early-stage international company. Fully remote work â no location restrictions. Flexible workload. Structured onboarding and practical learning from scratch. Access to real market data and professional tools. Step-by-step development with increasing responsibility over time. Continuous support from experienced market specialists. Ideal Candidate Has a strong interest in crypto markets, digital assets, and financial analytics. Is eager to learn and develop practical skills in a real market environment. Comfortable working with numbers, data, and basic analytical tools. Able to follow structured processes and mentor guidance. Shows attention to detail and responsibility when working with information. Can manage time independently in a remote work format. Prior experience in trading or crypto is a plus, but not required. Please mention the word **ENJOY** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
remoteok_1131415,remoteok,https://remoteok.com,Senior Data Engineer,Business Wire,Remote,,,"senior, engineer, engineering",2026-05-01,https://remoteOK.com/remote-jobs/remote-senior-data-engineer-business-wire-1131415,"About the Role The Senior Data Engineer plays an integral role in creating and maintaining Business Wire's data pipelines, APIs, and services. As a member of our Engineering team, this role partners with other engineers, business analysts, and project managers to create applications for news processing, syndication, and metrics reporting systems. Please mention the word **BREATHTAKINGLY** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
remoteok_1131414,remoteok,https://remoteok.com,Digital Full Stack Engineer HR172,Smart Working Solutions,Remote,,,"design, jira, system, frontend, security, technical, support, growth, devops, financial, cloud, operations, operational, engineer, engineering, backend, digital nomad",2026-05-01,https://remoteOK.com/remote-jobs/remote-digital-full-stack-engineer-hr172-smart-working-solutions-1131414,"About Smart Working 
 At Smart Working, we believe your job should not only look right on paper but also feel right every day. This isnât just another remote opportunity - itâs about finding where you truly belong, no matter where you are. From day one, youâre welcomed into a genuine community that values your growth and well-being. 
 Our mission is simple: to break down geographic barriers and connect skilled professionals with outstanding global teams and products for full-time, long-term roles. We help you discover meaningful work with teams that invest in your success, where youâre empowered to grow personally and professionally. Join one of the highest-rated workplaces on Glassdoor and experience what it means to thrive in a truly remote-first world. 
 About the Role 
 We are looking for a  Digital Full Stack Engineer  to join our growing Digital team. In this role, you will be responsible for delivering high-quality, end-to-end features across both frontend and backend systems, ensuring strong engineering standards, testing, and operational readiness. 
 You will work in a collaborative, cross-functional environment, contributing to continuous delivery practices, automation, and platform quality while supporting reliable and scalable digital services. 
 \n Responsibilities 
 Develop and deliver end-to-end features using React, TypeScript, and .NET/C# 
 Build and maintain scalable, secure, and maintainable applications and services 
 Follow established architecture, coding standards, and design system conventions 
 Write and maintain unit and integration tests, contributing to UI/API automation 
 Ensure accessibility, performance, and quality standards are met 
 Contribute to and improve CI/CD pipelines, including quality gates such as testing, security scanning, and static analysis 
 Implement observability practices (logging, metrics, tracing) to support monitoring and troubleshooting 
 Participate in incident resolution and continuous improvement activities 
 Collaborate with Product, UX, QA, Architecture, and Operations teams to refine requirements and deliver value 
 Contribute to technical documentation, runbooks, and knowledge sharing 
 Identify and address technical debt and defects, participating in peer reviews 
 Support non-functional requirements, including performance, security, and reliability 
 Participate in Agile ceremonies, chapters, and guilds to promote best practices 
 Provide out-of-hours support as part of an agreed rota 
 Requirements 
 Strong experience with React, TypeScript, and .NET/C# 
 Experience building RESTful APIs and full stack applications 
 Solid understanding of frontend frameworks, backend services, and cloud-native patterns 
 Experience with source control systems (e.g., Git, Bitbucket) 
 Exposure to CI/CD pipelines, Azure DevOps, and DevOps practices 
 Hands-on experience with unit and integration testing, with exposure to UI/E2E or contract testing 
 Understanding of automation and continuous delivery principles 
 Basic knowledge of observability tools, including logging and monitoring 
 Experience using JIRA or similar tools for tracking and collaboration 
 Strong problem-solving skills and willingness to collaborate and learn 
 Good communication skills and ability to work in cross-functional teams 
 Nice to Have 
 Experience in financial services or regulated environments 
 Exposure to advanced CI/CD practices and pipeline optimisation 
 Experience with cloud platforms and distributed systems 
 Benefits 
 Fixed Shifts: 12:00 PM - 9:30 PM IST (Summer) | 1:00 PM - 10:30 PM IST (Winter) 
 No Weekend Work: Real work-life balance, not just words 
 Day 1 Benefits: Laptop and full medical insurance provided 
 Support That Matters:Mentorship, community, and forums where ideas are shared 
 True Belonging: A long-term career where your contributions are valued 
 \n 
 At Smart Working, youâll never be just another remote hire. 
 Be a Smart Worker - valued, empowered, and part of a culture that celebrates integrity, excellence, and ambition. 
 If that sounds like your kind of place, weâd love to hear your story.  
 Please mention the word **SKILLFUL** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
remoteok_1131413,remoteok,https://remoteok.com,Full stack Staff Engineer,Join,Remote,,,"golang, design, saas, engineer, digital nomad",2026-05-01,https://remoteOK.com/remote-jobs/remote-full-stack-staff-engineer-join-1131413,"Oakland, United States - Multiple Roles: Frontend-Heavy, Fullstack, Backend-HeavyAbout UsJoin is a leading provider of innovative SaaS solutions for the construction industry. Join brings together contractors, owners, and design teams to facilitate better decision-making throughout the pro... Please mention the word **EASE** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
remoteok_1131412,remoteok,https://remoteok.com,US Payroll Administrator,Lush Handmade Cosmetics,United States,,,"payroll, system, support, administrator",2026-05-01,https://remoteOK.com/remote-jobs/remote-us-payroll-administrator-lush-handmade-cosmetics-1131412,"Lush Cosmetics North America supports over 250 retail stores across Canada and the United States, with manufacturing centers in Vancouver and Toronto. We are known globally for our fresh, handmade cosmetics, including bath, skin, and hair care products. Our work is rooted in ethical sourcing, environmental activism, and community impact. We believe in advocating for people, animals, and the planet, while creating a workplace where individuals can connect their values to the work they do every day.Â 

The Payroll Administrator - US plays an essential role in growing talent in our business through collaboration and sharing best practices with the Payroll team. You know how to be curious about opportunities, and how to be real with feedback and support for each business unit you support.Â 

As theÂ Payroll Administrator - US, you will be responsible for all activities regarding US payroll processing and administration, including tasks such as entering payroll information, conducting precise calculations, and safeguarding the confidentiality of employee records. There is opportunity to shift into supporting different payroll frequencies and support projects during your tenure at Lush. This role specifically will be supporting our weekly payroll administration process in New York.Â 

We are looking for a talented individual with a keen eye for detail, strong analytical skills, and efficient data processing abilities to join our collaborative team at Lush Cosmetics. Our ideal candidate will have a passion for navigating complex information and ensuring the utmost accuracy in all payroll-related duties.Â 

As a growing business, Lush needs people that can adapt and evolve to the needs of our business, analyze and respond to client needs. Our Lush staff live with purpose, by aligning their personal values with the values of our company, and bringing their work and life paths into one holistic journey. Join us on the #mylushlife journey.

Reporting to the Payroll Supervisor, the US Payroll Administrator will undertake the followingÂ RESPONSIBILITIES:Â 

â¢Maintain payroll information by collecting, calculating and entering data into payroll system (ADP WFN) as well as retrieving data when necessary;
â¢Process new hires and onboarding of new employees Please mention the word **LEADS** and tag RMTk2LjIwNi44Ny41Mw== when applying to show you read the job post completely (#RMTk2LjIwNi44Ny41Mw==). This is a beta feature to avoid spam applicants. Companies can search these words to find applicants that read this and see they're human."
