job_id,job_url,search_keyword,title,company,location,salary,job_type,date,description
e8c53d08b2ec3652,https://eg.indeed.com/viewjob?jk=e8c53d08b2ec3652,software engineer,Machine Learning Engineer,Smart Eye AB,,,,,"Industry


Electronics & Components






Category


Software Development






Experience


Experienced






Location: 
Cairo


Workspace type: 
On-site"
f5af78b7fe9bf7d5,https://eg.indeed.com/viewjob?jk=f5af78b7fe9bf7d5,software engineer,Reservoir Engineer - Customer Success - EOR (Hybrid - Middle East),Tachyus,,,,,"We are looking for a Petroleum Engineer to work in our Customer Success team, to ensure that our Middle East customers are delighted working with Tachyus. The right hire will present crucial petrotechnical information, train customer petroleum engineers how to use Tachyus software, and onboard new projects for clients.






This role may involve occasional visits to customers and participation in in-person workshops in various locations across Middle East. If you thrive in a dynamic environment and are eager to engage with clients and colleagues face-to-face, we encourage you to apply!





   We welcome candidates from all over Middle East, regardless of your current location. This position has a regional focus, and we’re excited to consider applicants from across the EMEA region. Don’t hesitate to submit your application!



   As a Customer Success Engineer at Tachyus, you will collaborate closely with our Customer Success Managers, IT specialists, and researchers. Your primary goal will be to enhance the satisfaction of our existing customers, secure renewals, and drive successful upsells.


 Reporting Structure & Benefits:






Direct Report: You will report directly to the Customer Success Manager.


Role Dynamics: Initially, you will assume multiple roles due to the dynamic environment of our rapidly growing startup.


Compensation and Benefits: We offer top-tier salary ranges and equity packages, a comprehensive health plan, and stock options.


Work Environment: Enjoy a stimulating work environment with a diverse and talented multicultural team.


Working Modality: You will benefit from a hybrid working model, combining virtual and face-to-face interactions.






Requirements:






Bachelor’s degree in Petroleum Engineering / Geology with proven reservoir engineering experience.


Excellent written and oral proficiency in Spanish and English


At least 3 years’ experience working in petroleum engineering positions


At least 3 year's experience working as reservoir engineer or in related positions


Proven experience and strong knowledge in reservoir modeling and simulation


Exceptional presentation, communication, and interpersonal skills


Be willing to continue learning and provide specialist training - Aptitude for understanding technology and explaining it clearly and appropriately to clients


Cultural awareness and sensitivity to work in a truly international environment


Proficient in Excel


Knowledge of ESG and programming languages (SQL, Python) is a plus.


Demonstrated skills with data analysis is a plus.








 Why Join Tachyus?



   At Tachyus, you'll be part of a company that's at the forefront of technological innovation in the oil and gas industry. We're committed to developing solutions that meet our clients' needs and promote sustainability and environmental responsibility. Join us and contribute to a team that values your insights and is eager to apply them to some of the industry’s most challenging problems."
ca7bd4d28b2046cf,https://eg.indeed.com/viewjob?jk=ca7bd4d28b2046cf,software engineer,AI Engineer,SDG Group,,,,,"Transform the Future with SDG: Global Leaders in Data & AI


SDG Group boasts a robust AI capability with over 200 multidisciplinary experts, including


Industry & Business Domain experts, Business Scientist, AI architects & AI Engineers, AI R&D


and AI Compliance & Governance Experts.


With proven experience across 70+ clients and 100+ use cases, we deliver AI solutions tailored


to diverse industries. Our unique IP includes over 50 technology accelerators, frameworks, and


tools to fast-track AI implementation. Through SDG iLabs, we drive innovation by experimenting


with emerging AI trends. We have strong alliances with major AI hyperscalers like Microsoft,


Google, and AWS, and are recognised globally as a top leader in data and AI services. Our


2000+ consultants ensure businesses are AI-ready.


Join SDG and be part of something extraordinary! Experience what it truly means to be an


expert in Artificial Intelligence. If you're seeking to join a team fully specialised in Data,


Analytics, and AI, we can't wait to meet you.


What You’ll Be Doing




Develop AI Solutions: Engage in the full cycle of AI solution development, from identifying




business objectives and challenges to building production-ready systems, including the use of


Generative AI and large language models (LLMs).




Industrialise Machine Learning Systems: Lead machine learning system industrialisation




initiatives using MLOps practices to ensure scalability and reliability across both traditional ML


and advanced Generative AI architectures.




Build Advanced Analytics Platforms: Design and implement advanced analytics platforms




and cloud-based systems to support large-scale data science operations, incorporating


capabilities for agentic AI workflows and reusable LLM components.




Leverage Cloud Tools: Learn, train, and utilise a variety of cloud-based tools and platforms




to develop and deploy data science, MLOps, and LLM-powered solutions effectively. Leverage


APIs and SDKs from providers such as OpenAI, Gemini (Google), and Claude (Anthropic).


What We Look For




Educational Background: Degree in Computer Engineering, Telecommunications




Engineering, or related technical disciplines in software engineering.




Experience: Minimum of 4 years as a machine learning engineer or similar role, with hands-




on expertise in building and deploying AI and ML solutions, including real-world applications of


LLMs and generative AI techniques.




Data Science Knowledge: Solid understanding of data science fundamentals, solution




lifecycle, and MLOps practices, with additional experience applying multi-component and


agentic AI patterns.




Technical Proficiency: Proficient in software development and implementation of AI/ML




systems using cutting-edge technologies such as Python, R, Docker, Kubernetes. Familiarity


with modern LLM frameworks such as LangGraph and Pydantic, and tools like Azure


Databricks, MLflow, Google Vertex AI, and cloud-native LLM hosting and tuning platforms.


Highly Valued Requirements




Consulting Experience: Prior work in data & analytics consulting or similar domains,




including delivering AI/ML or LLM-based solutions to clients.




Data Engineering Background: Experience in other data value chain roles, particularly data




engineering, with awareness of the implications for generative and predictive model


performance.




Cloud Expertise: Hands-on experience with cloud-based technologies for infrastructure, data




pipelines, and monitoring AI/ML and LLM-based systems across platforms such as Azure, AWS,


and GCP.




Certifications: Relevant certifications in ML system development and cloud-based AI




platforms (e.g., Azure AI Engineer Associate, AWS Machine Learning Speciality, Google Cloud


ML Engineer), including training in the use of LLMs and generative AI.


About the Company and the Role


SDG Group is a global consulting firm, fully dedicated to Data, Analytics, and AI solutions. We


offer end-to-end support across the entire data value chain, providing tailored career paths for


those who wish to excel in the world of data. You’ll have the chance to work on impactful


projects with industry leaders, helping to drive real change.


We're looking for problem solvers, innovators, and team players who are ready to join our


mission to further expand our reach. You'll have access to a diverse array of cutting-edge


technologies, applying them to solve complex challenges across various industries and


business contexts.


At SDG, your growth is our priority. We’ll create customized career plans that enable you to


advance independently and in collaboration with your peers. You’ll find opportunities for


continuous learning and development, as well as the chance to face new challenges,


maximizing the potential of artificial intelligence for both SDG Group and our clients.


If you value inclusivity and want to be part of a culture where you can truly be yourself, we want


you on our team.


Be a part of the future of AI—join us today and help shape the next big breakthrough!"
07952bc169867691,https://eg.indeed.com/viewjob?jk=07952bc169867691,software engineer,Software Development Engineer,Sahl,,,,,"Sahl provides a novel technology that avails a diverse range of end-consumer services including prepaid electricity meters recharge using their mobile phones at any time in the comfort of their homes. Sahl also offers a wide range of payment services allowing end consumers to pay using a wide range of payment options. The team is looking for a talented and passionate Software Engineer to create innovative, market changing and seamless payment experiences for our customers.





   You will be working within a team of world class experience, coming from past tenure in Microsoft, Amazon, Palantir and Careem, to launch and grow exciting new initiatives for our customers. You will be involved in every part of our process, from coming up with ideas and planning to technical design, development, quality assurance and deployment. We build systems with highest standards, and we engineer for performance, reliability and big scale. We believe in using the best tools for the job, and we use industry’s cutting-edge technologies and best practices.





    Requirements




Bachelor’s degree in Computer Science, Computer Engineering or any related field


Computer Science fundamentals (object-oriented design, data structures, algorithms and complexity analysis)


Strong problem-solving skills


Proficiency in, at least, one modern programming language (e.g. C, C++, C#, Java and Python)


Ability to work in a highly dynamic and fast-paced environment


Ability and willingness to learn new technologies independently


Strong verbal and written communication skills




Qualifications




Experience in building production-level software services


Ability to influence team decisions into choice of architecture and tech stack


Ability to disambiguate business deliverables into concrete technical actions while maintaining technical debt


Experience in: 
   


Cross-platform mobile development (e.g. Flutter)


Back-end development in .NET Core


Front-end technologies (e.g. Reactjs and Reduxjs)


SQL database or relational database skills




Experience in Software Engineering best practices (e.g. test-driven development, code reviews, continuous integration and continuous deployment, service-oriented architecture, etc)"
81204dc0d49ce5a9,https://eg.indeed.com/viewjob?jk=81204dc0d49ce5a9,software engineer,Service Engineer,Mymsa,,"EGP 15,000 - EGP 20,000 an hour",,,"We are hiring Job Vacancy: Service EngineerCompany: MYMSALocation: EgyptJob Purpose:Provide installation, maintenance, and technical support to ensure reliable operation and high customer satisfaction.Key Responsibilities:Installation, maintenance, calibration, and servicing of systems and equipment.Ensure equipment operates according to technical specifications and safety standards.Maintain readiness to respond to service calls with appropriate tools and technical expertise.Conduct testing and validation of systems before delivery and after maintenance activities.Submit detailed service reports and technical feedback after each site visit.Follow company policies, procedures, and safety regulations at all times.Develop technical knowledge through manufacturer documentation, training, and senior engineers’ guidance.Maintain cleanliness and organization of work areas and service tools.Qualifications:Bachelor’s degree in Mechanical, Electrical, Biomedical, or Chemical Engineering.Minimum 2 year of experience in maintenance, installation, or technical support.Excellent written and spoken English.Proficient in Microsoft Office applications.Strong internet research and technical documentation skills.Good software and system troubleshooting abilities.Strong analytical and problem-solving skills. Interested candidates are kindly requested to send their CVs to: HR.manager@mymsa.com.eg Mobile / WhatsApp: 01101961412


Pay: E£15,000.00 - E£20,000.00 per hour


Work Location: In person"
4e9648a71477717a,https://eg.indeed.com/viewjob?jk=4e9648a71477717a,software engineer,Technical Support Speacialist,Talent-360.me,,,,,"Job Purpose The Technical Support Engineer is responsible for ensuring that Holouly’s clients and users of its SaaS products (MDAWEM, Right Now, and ETEPS) receive timely, accurate, and high‑quality technical support. The role is designed to resolve customer issues, maintain high customer satisfaction, provide product expertise, and coordinate internally to improve product stability, usability, and performance. This position is an essential element between users, the product development team, and customer success, helping deliver solutions, minimize downtime, and drive continuous improvement. 
 



  Job Responsibilities: 
 
Ticket & Issue Management




Receive, log, and prioritize support tickets from clients using MDAWEM, Right Now, and ETEPS.


Diagnose technical issues, perform root cause analysis, identify workarounds, and escalate complex issues when necessary.


Follow up on open tickets, ensure SLAs are met, and maintain transparency with clients on resolution status.




Customer Communication & Support




Interact with clients via email, phone, chat, or customer support portals to gather necessary information, explain solutions, and provide updates.


Ensure communication is clear, professional, and empathetic, especially under pressure or when dealing with upset or frustrated users.




Product Expertise & Documentation




Acquire deep understanding of the architecture, features, configuration, integrations, and quirks of MDAWEM, Right Now, and ETEPS.


Maintain and update internal knowledge base / FAQs / support documentation to both assist the support team and empower users.


Create user‑oriented guides, troubleshooting checklists, and best practice recommendations.




Monitoring, Maintenance, & Preventative Action




Monitor system alerts, logs, performance metrics, or error trends to proactively identify potential issues before they escalate.


Collaborate with DevOps / Product / Engineering teams to facilitate fixes of bugs, performance issues, or system improvements.


Suggest improvements to enhance product stability, usability, or performance based on recurring issues and client feedback.




Onboarding & Training




Assist with technical onboarding of new clients/users: configuring the product, setting up integrations, performing initial troubleshooting, and ensuring smooth adoption.


Provide training sessions / demos to clients as needed, including remote training or workshops.




Collaboration & Feedback Loop




Work closely with Product Management, Engineering, QA to report bugs, issue trends, and feature requests from clients.


Participate in frequent reviews of support metrics (e.g., ticket volume, resolution time, customer satisfaction) and help strategize improvements.


Collaborate with other internal teams (sales, account management, customer success) to ensure the client’s perspective is represented.




Quality & Performance Metrics




Meet or exceed KPIs such as first response time, average resolution time, ticket backlog, client satisfaction (CSAT) / Net Promoter Score (NPS) if applicable.


Ensure documentation quality, maintain high standards for response quality, and maintain compliance with company policies.





   Requirements








2-5 years of experience in technical support, application support, or IT operations within a SaaS or technology company.


Hands-on experience supporting enterprise software or SaaS platforms.


Strong understanding of web-based applications, APIs, and integration troubleshooting.


Proven experience handling support tickets, troubleshooting issues, working with cross‑functional teams




Technical Skills:




Familiarity with ticketing and support systems (e.g., Jira, Zendesk, Freshdesk).


Strong problem‑solving and debugging skills


Solid understanding of databases (SQL), server logs, networking basics, and system monitoring tools.


Experience in troubleshooting application issues, user access problems, and performance bottlenecks.


Ability to read and interpret logs, API responses, and technical error messages."
e04833b6aea6d2f2,https://eg.indeed.com/viewjob?jk=e04833b6aea6d2f2,software engineer,IT Manager (Desktop Support),Confidential,,"EGP 55,000 - EGP 80,000 a month",,,"The 
Desktop Support Manager
 is responsible for managing the performance of the local IT support and its supervisors and their desktop engineers in providing quality services to meet performance needs of clients and employees. Will lead a team that provides desktop support to the employees including the remote workers.


Duties & Responsibilities: 




Manages IT staff and activities associated with the identification, prioritization, and resolution of reported problems using best practices and ticketing systems


Manages the installation, relocation, troubleshooting, repairs and preventative maintenance of desktop devices and software applications.


Prioritizes daily activities of the team and work on critical and high priority items


Drives site level implementations of new pc hardware, application rollouts, and client specific ramp activities as it relates to the desktop.


Maintains the highest level of customer support for the customer base through proactive management and implementation of continuous improvement initiatives


Creates, documents, and updates processes to resolve issues efficiently and effectively


Manages deployment of key software updates for all desktop computers


Acts as project manager for small to medium projects around desktop infrastructure (i.e., technology upgrades, new hardware and software deployments)


Partners with other business leaders to ensure IT Site operations meet and maintain standards required for compliance certifications (including PCI, SOC2, SOX, ISO, etc.)


Responsible for the installation, and configuration of software products across installed hardware platforms


Supervises technical tasks for site builds and facility maintenance including operations of IDF/MDF, generators and UPS, and physical security systems


Manages & meet SLA and KPI based on support expectations


Manages communication with stakeholders and IT management regarding service provision and outages




Knowledge




Excellent working knowledge of Active Directory, GPO’s, and software deployment


Experience in troubleshooting and configuration


Mobile and tablet device troubleshooting and configuration skills (iOS and Android)


Experience with procurement and asset management and project management




Skills




Highly proactive; addresses site level issues with appropriate sense of urgency. Excellent communication skills


Good leadership and interpersonal skills


Excellent analytical skills


Must possess effective organizational skills and time management skills




Abilities




Must be a strong team player with a positive attitude and tenacity to complete the mission.


Must be an excellent communicator/facilitator; ability to interface with clients at all levels.


Must be able to effectively partner and build relationships with key internal business clients and supporting staff.




Education/Experience:




At least at least 5 years of desktop support experience or combination of education/certifications and relevant IT experience in a supervisory or managerial level.


Experience supporting desktops, laptops, handheld devices and some remote voice/data infrastructure.


Experience working in a large, fast paced, call center environment utilizing VOIP technology


Expert level knowledge of Windows and the system registry




This is an 
onsite work
 in 
New Cairo.


#wearehiring


Pay: E£55,000.00 - E£80,000.00 per month


Application Question(s):




Do you have managerial or supervisory experience in IT?


Do you have experience in supporting desktops, laptops, handheld device & some remote voice/data infrastructure?


Have you worked in a fast-paced, call center environment utilizing VOIP technology?


Are you exposed to PC imaging and updating?


Have you done patching & vulnerability assessment?


Do you have experience handling brand new devices from setup to deployment?


Did you have experience in imaging telephony platforms like Avaya?


Do you have experience in MDF and IDF setup/support?




Experience:




Desktop Support: 5 years (Required)




Work Location: In person"
881633ba7b84887d,https://eg.indeed.com/viewjob?jk=881633ba7b84887d,software engineer,AI Tech Pre-sales,SDG Group,,,,,"Transform the Future with SDG: Global Leaders in Data & AI


SDG Group boasts a robust AI capability with over 200 multidisciplinary experts, including Industry & Business Domain experts, Business Scientist, AI architects & AI Engineers, AI R&D and AI Compliance & Governance Experts.


With proven experience across 70+ clients and 100+ use cases, we deliver AI solutions tailored to diverse industries. Our unique IP includes over 50 technology accelerators, frameworks, and tools to fast-track AI implementation. Through SDG iLabs, we drive innovation by experimenting with emerging AI trends. We have strong alliances with major AI hyperscale's like Microsoft, Google, and AWS, and are recognized globally as a top leader in data and AI services. Our 2000+ consultants ensure businesses are AI-ready.


Join SDG and be part of something extraordinary! Experience what it truly means to be an expert in Artificial Intelligence. If you're seeking to join a team fully specialized in Data, Analytics, and AI, we can't wait to meet you.


 What You’ll Be Doing




Build and Maintain Relationships
: Establish trust with clients, gaining their confidence in our solutions. Work closely with them to understand their business needs and translate those into customized AI architecture solutions.






Develop AI Advocates
: Cultivate deep relationships with senior technical stakeholders, empowering them to become strong advocates for AI.






Advise on AI Architectures
: Leverage your expertise to guide clients on the most effective AI solutions tailored to their specific challenges.






Collaborate with Sales
: Provide technical expertise throughout the pre-sales process, helping to secure new business opportunities.






Stay Ahead of Trends
: Keep up with industry trends and emerging AI technologies to strategically position our offerings in the market.






Be an AI Evangelist:
 Promote AI adoption by guiding clients and partners, contributing to publications, and building strong technical relationships.






AI Innovative Roadmap Assessment:
 Design an innovation strategy aligned with business goals, incorporating partnership exploration, prototyping, governance, and immediate implementation of advanced AI solutions.






AI Innovative Partnership Adoption:
 Leverage SDG's strategic partnerships to integrate advanced technologies such as platforms, models, and infrastructures, ensuring seamless adoption for business impact.










Drive AI Portfolio Development
: Communicate the value and capabilities of our AI solutions through presentations and hands-on demonstrations.






 What We Look For




Education
: Degree in mathematics, statistics, computer science, or a similar technical field, ideally with a focus on software engineering.






Professional Experience
: Proven experience as a Machine Learning Engineer or Architect.






Technical Knowledge
: Strong understanding of modern technologies foundational to machine learning and AI solutions in the cloud.






Data Science Expertise
: Theoretical and practical knowledge in data science fundamentals, solution lifecycles, and AIOps methodology.






Tools Familiarity
: Experience with AI tools such as AIFlow, KubeFlow, AWS SageMaker, and Azure AI Studio.










Presentation Skills
: Ability to confidently present to a range of stakeholders, including external clients, executives, IT leaders, and developers.






 Recommended Requirements




Consulting Experience
: Previous consulting work in Data & Analytics or AI projects is highly valued.






Data Architecture Proficiency
: Strong grasp of data architecture and information modeling strategies.






Generative AI Knowledge
: Experience with generative AI models, including Large Language Models (LLMs), neural networks, and recommendation systems.






Technical Expertise
: Familiarity with frameworks like TensorFlow, PyTorch, Hugging Face, and OpenAI’s generative AI tools.










Certifications
: Credentials in cloud platforms or AI architecture are a plus.






 About SDG Group and the Role


SDG Group is a global consulting firm, fully dedicated to Data, Analytics, and AI solutions. We offer end-to-end support across the entire data value chain, providing tailored career paths for those who wish to excel in the world of data. You’ll have the chance to work on impactful projects with industry leaders, helping to drive real change.


We're looking for problem solvers, innovators, and team players who are ready to join our mission to further expand our reach. You'll have access to a diverse array of cutting-edge technologies, applying them to solve complex challenges across various industries and business contexts.


At SDG, your growth is our priority. We’ll create customized career plans that enable you to advance independently and in collaboration with your peers. You’ll find opportunities for continuous learning and development, as well as the chance to face new challenges, maximizing the potential of artificial intelligence for both SDG Group and our clients.


If you value inclusivity and want to be part of a culture where you can truly be yourself, we want you on our team.


 Be a part of the future of AI—join us today and help shape the next big breakthrough!"
5adecdd6ada175f9,https://eg.indeed.com/viewjob?jk=5adecdd6ada175f9,software engineer,Full Stack Team Lead,valU,,,,,"Job Description








Create an inspiring team environment and improve the team performance and effectiveness.


Set clear team goals based on technical and business discussions.


Design and develop necessary code to implement the features/functions of the applications/services.






Lead the design, architecture, and scaling up of our solutions, as well as maintain an agile development process.


keep Applications architecture up to date, suggest and implement improvements.


Adherence to the processes for software development, documentation, Configuration management, version control, testing, etc.


Be responsible for the overall planning, execution, and success of complex technical projects.


Work with QA, QC, and other team members to support the Testing and resolution of issues/defects.


Conduct code reviews of work done by the engineers in the team.


Active Participation in the team meetings.


Recruit, Develop , mentor, and grow the talented team members.





   Qualifications








Bachelor’s degree in computer science, Computer Engineering, or related field.


2+ years of experience, managing software development team and leading projects in a fast-paced environment.


4+ years’ experience building applications with C# .NET Framework/Core, ORM, SQL and Relational Databases.


Strong knowledge of design patterns and software engineering best practices.


Familiar with Front End development (Angular type script, Vue js).


Experience working with distributed version control system (i.e., Git).


Hands-on experience developing/integrating REST APIs.


Hands-on experience with test-driven development or unit testing.


Hands on Umbraco is a plus.


Experience developing large scale software based on microservices architecture.


Familiar with DevOps culture and tools, building and configuring CI/CD pipelines is preferred.


Strong communication and collaboration skills and ability to present ideas to stakeholders.


Excellent leadership , Time-management, and Decision-making skills.


Industry experience is a plus."
472245b7db8aaa72,https://eg.indeed.com/viewjob?jk=472245b7db8aaa72,software engineer,Senior Frontend Engineer,Unifonic,,,,,"Proudly voted a Great Place to Work®, we are a dynamic startup in the SaaS space that is revolutionizing the way businesses communicate. Our team is made up of 500 energetic and passionate Unifones who are dedicated to delivering the best possible experience to 5000+ customer-centric companies.


We pride ourselves on our fun and collaborative work environment, where creativity and new ideas are constantly encouraged. As shareholders in the business, we’re so much more than a group of passionate communicators. We are Unifones. Join our team and be a part of something big!


 Meet the team!


Our Engineering team is responsible for designing, developing, and maintaining the systems and technologies that drive Unifonic’s solutions. We work closely with other departments to ensure our products and services meet the needs of our customers. If you are passionate about technology and are excited about working on cutting-edge communication and engagement solutions, we want you on our team.




As a Frontend Engineer, you will be responsible for implementing enhancements, defining the architecture, supporting bug fixes, performing data analysis, and reporting key metrics for the company's platform with a focus on frontend. In this role, you will be working on the next-generation evolution of the product on the frontend (Angular) side to deliver a great user experience.




 Help us shape the future of communication by:




Driving frontend architecture work, ensuring that as we scale our platform can scale with us.


Contributing to building and maintaining the policies, procedures, and technical assets in the company's front-end architecture.


Supporting various teams with the technical vision in the core areas of interest for the company's products.


Creating engineering best practices and frameworks for web applications and tooling.


Enabling teams to deliver a fantastic user experience, in close collaboration with product owners and product marketing.


Writing clean, well-structured, and maintainable code that can be tested easily.


Understanding and using the company's technical architectures, tools, and techniques to build powerful, efficient, flexible, and scalable solutions.


Working closely with service delivery teams to support product deployments to the cloud.


Collaborating with product owners, scrum masters, and other developers to deliver a quality product using tools such as JIRA and Git.







    What you'll bring:




Hands-on 4+ years of professional software engineering experience working on building SaaS applications in frontend capacity using Angular.


Solid experience in writing and using unit tests to build maintainable and flexible code, and in writing and maintaining unit, integration, and end-to-end tests.


High level of expertise with TypeScript.


Experience with microservices and/or micro-frontends (SystemsJS, Webpack Module Federation, etc.)


Strong experience with A/B testing.


Extensive experience with UI libraries, design systems, storybooks, and optimizing web performance (time-to-first byte, time-to-first paint, perceived performance).


Bachelor’s degree in Software Engineering or any other related field.


Strong understanding of RxJS and state management tools such as NgRx (or Redux, MobX, etc.), and practical experience applying reactive programming patterns in complex applications.


Ability to work in a continuous delivery ecosystem.


Ability to apply business logic to development requirements in a creative manner.


A genuine interest in staying up to date with the latest Angular ecosystem updates and best practices.


Fluent in English with excellent written and verbal communication skills.







    As a Unifone you will receive a range of benefits:




Competitive salary and bonus.


Unifonic share scheme (we are all owners!).


30 holiday days after the first anniversary.


Your Birthday off!


Spend up to 25 days per year working from anywhere in the world!


Paid leave for new parents.


LinkedIn learning license."
